cohort,persona,policy,loop,median_rank,top1,top3,top10,surfaced_rate,median_realized_bits,median_cumulative_bits
heldout,picky,passive,15,1806.5,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0002374361213,0.01027426272
heldout,picky,targeted,1,2524.0,0.0,0.0,0.0,0.0,0.00803431856,0.00803431856
heldout,picky,targeted,2,2352.5,0.0,0.0,0.0,0.0,0.0004294641847,0.008463782745
heldout,picky,targeted,3,1047.5,0.0,0.0,0.0,0.0,0.0006257088064,0.009089491551
heldout,picky,targeted,4,727.5,0.0,0.0,0.0,0.0,0.002200201764,0.01128969332
heldout,picky,targeted,5,1245.5,0.0,0.0,0.08333333333333333,0.08333333333333333,-0.001071553303,0.01021814001
heldout,picky,targeted,6,1360.5,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0005045864197,0.01072272643
heldout,picky,targeted,7,1404.5,0.0,0.0,0.0,0.08333333333333333,0.0004467275348,0.01116945397
heldout,picky,targeted,8,1529.5,0.0,0.0,0.0,0.08333333333333333,3.167110621e-05,0.01120112507
heldout,picky,targeted,9,1951.0,0.0,0.0,0.0,0.08333333333333333,0.0003672813825,0.01156840646
heldout,picky,targeted,10,1548.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.00100626185,0.0125746683
heldout,picky,targeted,11,1850.0,0.0,0.0,0.0,0.16666666666666666,0.001336778613,0.01391144692
heldout,picky,targeted,12,1960.5,0.0,0.0,0.0,0.16666666666666666,0.0006329178839,0.0145443648
heldout,picky,targeted,13,1818.5,0.0,0.0,0.0,0.16666666666666666,0.001537675177,0.01608203998
heldout,picky,targeted,14,2091.5,0.0,0.0,0.0,0.16666666666666666,0.0004557389162,0.01653777889
heldout,picky,targeted,15,1820.0,0.0,0.0,0.0,0.16666666666666666,0.00011308392,0.01665086281
