experiment_id,cohort,persona,policy,target_id,loop,probe_id,thumb,target_rank,target_share,top_id,entropy_before_bits,entropy_after_bits,realized_bits,first_up_loop,surfaced
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,1,2017|Acura|ILX,up,1,0.9859749675,2017|Acura|ILX,,,,1,true
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,2,2018|Acura|ILX,down,1,0.5119224787,2017|Acura|ILX,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,3,2017|Acura|TLX FWD,down,8,0.3760798275,2017|BMW|i3 REX (94 Amp-hour battery),,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,4,2017|BMW|i3 REX (94 Amp-hour battery),down,1,0.3374149799,2017|Acura|ILX,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,5,2019|Acura|ILX,down,1,0.2536999583,2017|Acura|ILX,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,6,2017|Acura|RLX Hybrid,down,1,0.2272942066,2017|Acura|ILX,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,7,2017|Hyundai|Veloster,down,1,0.2005457729,2017|Acura|ILX,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,8,2018|Acura|TLX FWD,down,2,0.1680831313,2025|Acura|ADX FWD,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,9,2025|Acura|ADX FWD,down,1,0.1531608999,2017|Acura|ILX,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,10,2017|Audi|A4,down,9,0.1370025873,2018|Acura|TLX FWD A-SPEC,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,11,2018|Acura|TLX FWD A-SPEC,down,1,0.122859776,2017|Acura|ILX,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,12,2020|Acura|ILX,down,1,0.1086212397,2017|Acura|ILX,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,13,2017|Jeep|Compass FWD,down,5,0.1048612148,2017|Mercedes-Benz|CLA250 4matic,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,14,2017|Mercedes-Benz|CLA250 4matic,down,5,0.09794248641,2017|Acura|TLX FWD,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Acura|ILX,15,2019|Acura|TLX FWD,down,4,0.08888356388,2017|Acura|RLX Hybrid,,,,1,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,1,2017|Acura|ILX,down,6446,0.02491175011,2026|GMC|Sierra 4WD (Flex Fuel),,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,2,2026|GMC|Sierra 4WD (Flex Fuel),down,3200,0.06962533295,2020|BMW|I8 Roadster,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,3,2020|BMW|I8 Roadster,down,4395,0.06102743,2019|Nissan|Murano AWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,4,2019|Nissan|Murano AWD,down,4230,0.06061863154,2026|Kia|Sorento FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,5,2026|Kia|Sorento FWD,down,6162,0.04812218994,2018|Chevrolet|Colorado ZR2 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,6,2018|Chevrolet|Colorado ZR2 4WD,down,4520,0.05519257486,2017|Cadillac|CT6 Plug-In,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,7,2017|Cadillac|CT6 Plug-In,down,5957,0.05323248357,2020|Subaru|BRZ tS,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,8,2020|Subaru|BRZ tS,down,3753,0.06550811976,2023|Mazda|MX-30,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,9,2023|Mazda|MX-30,down,4218,0.06034787744,2025|Mercedes-Benz|AMG GT 63 S E Performance,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,10,2025|Mercedes-Benz|AMG GT 63 S E Performance,down,1987,0.06423096359,2020|GMC|Yukon K1500 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,11,2020|GMC|Yukon K1500 4WD,down,1396,0.06940972805,2026|Toyota|Sienna 2WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,12,2026|Toyota|Sienna 2WD,down,1484,0.06675042212,2023|Mazda|MX-5,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,13,2023|Mazda|MX-5,down,1654,0.06620515138,2018|Ford|Fiesta ST FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,14,2018|Ford|Fiesta ST FWD,down,3216,0.06194355339,2022|Audi|Q5 TFSI e quattro,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2018|Audi|A3,15,2022|Audi|Q5 TFSI e quattro,down,5606,0.05723137036,2018|Chevrolet|Silverado K15 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,1,2017|Acura|ILX,down,3879,0.05837054923,2026|GMC|Sierra 4WD (Flex Fuel),,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,2,2026|GMC|Sierra 4WD (Flex Fuel),down,2116,0.08097422868,2020|BMW|I8 Roadster,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,3,2020|BMW|I8 Roadster,down,6593,0.0332589671,2019|Nissan|Murano AWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,4,2019|Nissan|Murano AWD,down,6386,0.04644908383,2026|Kia|Sorento FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,5,2026|Kia|Sorento FWD,down,4738,0.05525637418,2018|Chevrolet|Colorado ZR2 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,6,2018|Chevrolet|Colorado ZR2 4WD,down,2283,0.06450381875,2017|Cadillac|CT6 Plug-In,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,7,2017|Cadillac|CT6 Plug-In,down,4372,0.06059265509,2020|Subaru|BRZ tS,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,8,2020|Subaru|BRZ tS,down,3602,0.06604224443,2023|Mazda|MX-30,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,9,2023|Mazda|MX-30,down,3811,0.06157989055,2025|Mercedes-Benz|AMG GT 63 S E Performance,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,10,2025|Mercedes-Benz|AMG GT 63 S E Performance,down,5737,0.05555226654,2020|GMC|Yukon K1500 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,11,2020|GMC|Yukon K1500 4WD,down,4785,0.05921516567,2026|Toyota|Sienna 2WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,12,2026|Toyota|Sienna 2WD,down,4503,0.06015349552,2023|Mazda|MX-5,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,13,2023|Mazda|MX-5,down,4993,0.05894346908,2018|Ford|Fiesta ST FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,14,2018|Ford|Fiesta ST FWD,down,3788,0.06061802804,2022|Audi|Q5 TFSI e quattro,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2019|BMW|740e xDrive,15,2022|Audi|Q5 TFSI e quattro,down,6397,0.05382383987,2018|Chevrolet|Silverado K15 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,1,2017|Acura|ILX,down,5826,0.03623847663,2026|GMC|Sierra 4WD (Flex Fuel),,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,2,2026|GMC|Sierra 4WD (Flex Fuel),down,5870,0.04423483089,2020|BMW|I8 Roadster,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,3,2020|BMW|I8 Roadster,down,3072,0.06912816316,2019|Nissan|Murano AWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,4,2019|Nissan|Murano AWD,down,1289,0.07768305391,2026|Kia|Sorento FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,5,2026|Kia|Sorento FWD,down,19,0.09216487408,2018|Chevrolet|Colorado ZR2 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,6,2018|Chevrolet|Colorado ZR2 4WD,down,230,0.07987304777,2017|Cadillac|CT6 Plug-In,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,7,2017|Cadillac|CT6 Plug-In,down,1345,0.07184644789,2020|Subaru|BRZ tS,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,8,2020|Subaru|BRZ tS,down,1521,0.07417905331,2023|Mazda|MX-30,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,9,2023|Mazda|MX-30,down,4240,0.06030415371,2025|Mercedes-Benz|AMG GT 63 S E Performance,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,10,2025|Mercedes-Benz|AMG GT 63 S E Performance,down,328,0.07286180556,2020|GMC|Yukon K1500 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,11,2020|GMC|Yukon K1500 4WD,down,192,0.07793030888,2026|Toyota|Sienna 2WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,12,2026|Toyota|Sienna 2WD,down,539,0.07108349353,2023|Mazda|MX-5,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,13,2023|Mazda|MX-5,down,125,0.07605943084,2018|Ford|Fiesta ST FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,14,2018|Ford|Fiesta ST FWD,down,108,0.07615436614,2022|Audi|Q5 TFSI e quattro,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2020|Chevrolet|Bolt EV,15,2022|Audi|Q5 TFSI e quattro,down,38,0.08275179565,2018|Chevrolet|Silverado K15 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,1,2017|Acura|ILX,down,2207,0.07862600684,2026|GMC|Sierra 4WD (Flex Fuel),,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,2,2026|GMC|Sierra 4WD (Flex Fuel),down,149,0.1286982447,2020|BMW|I8 Roadster,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,3,2020|BMW|I8 Roadster,down,1537,0.08212256432,2019|Nissan|Murano AWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,4,2019|Nissan|Murano AWD,down,133,0.09908177704,2026|Kia|Sorento FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,5,2026|Kia|Sorento FWD,down,209,0.08005736768,2018|Chevrolet|Colorado ZR2 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,6,2018|Chevrolet|Colorado ZR2 4WD,down,2141,0.06515672803,2017|Cadillac|CT6 Plug-In,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,7,2017|Cadillac|CT6 Plug-In,down,5529,0.05587310344,2020|Subaru|BRZ tS,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,8,2020|Subaru|BRZ tS,down,3269,0.06718602031,2023|Mazda|MX-30,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,9,2023|Mazda|MX-30,down,6135,0.05379073694,2025|Mercedes-Benz|AMG GT 63 S E Performance,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,10,2025|Mercedes-Benz|AMG GT 63 S E Performance,down,1914,0.06442300975,2020|GMC|Yukon K1500 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,11,2020|GMC|Yukon K1500 4WD,down,750,0.0730593279,2026|Toyota|Sienna 2WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,12,2026|Toyota|Sienna 2WD,down,206,0.07502174377,2023|Mazda|MX-5,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,13,2023|Mazda|MX-5,down,60,0.07853037119,2018|Ford|Fiesta ST FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,14,2018|Ford|Fiesta ST FWD,down,395,0.07215344161,2022|Audi|Q5 TFSI e quattro,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2021|Ford|Escape FWD PHEV,15,2022|Audi|Q5 TFSI e quattro,down,1448,0.06900062412,2018|Chevrolet|Silverado K15 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,1,2017|Acura|ILX,down,665,0.1129964143,2026|GMC|Sierra 4WD (Flex Fuel),,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,2,2026|GMC|Sierra 4WD (Flex Fuel),down,1712,0.08589435369,2020|BMW|I8 Roadster,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,3,2020|BMW|I8 Roadster,down,3508,0.0660315305,2019|Nissan|Murano AWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,4,2019|Nissan|Murano AWD,down,1562,0.07575335354,2026|Kia|Sorento FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,5,2026|Kia|Sorento FWD,down,379,0.07635775954,2018|Chevrolet|Colorado ZR2 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,6,2018|Chevrolet|Colorado ZR2 4WD,down,5824,0.04969984293,2017|Cadillac|CT6 Plug-In,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,7,2017|Cadillac|CT6 Plug-In,down,6206,0.05131022632,2020|Subaru|BRZ tS,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,8,2020|Subaru|BRZ tS,down,4575,0.06265819818,2023|Mazda|MX-30,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,9,2023|Mazda|MX-30,down,4823,0.05836955458,2025|Mercedes-Benz|AMG GT 63 S E Performance,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,10,2025|Mercedes-Benz|AMG GT 63 S E Performance,down,2537,0.06272366643,2020|GMC|Yukon K1500 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,11,2020|GMC|Yukon K1500 4WD,down,3182,0.06393414736,2026|Toyota|Sienna 2WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,12,2026|Toyota|Sienna 2WD,down,2400,0.06476969272,2023|Mazda|MX-5,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,13,2023|Mazda|MX-5,down,2092,0.06516621262,2018|Ford|Fiesta ST FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,14,2018|Ford|Fiesta ST FWD,down,835,0.06920602918,2022|Audi|Q5 TFSI e quattro,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2022|Jeep|Gladiator EcoDiesel 4WD,15,2022|Audi|Q5 TFSI e quattro,down,1515,0.06879698485,2018|Chevrolet|Silverado K15 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,1,2017|Acura|ILX,down,1770,0.08529782295,2026|GMC|Sierra 4WD (Flex Fuel),,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,2,2026|GMC|Sierra 4WD (Flex Fuel),down,6549,0.02812621556,2020|BMW|I8 Roadster,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,3,2020|BMW|I8 Roadster,down,6513,0.04153218865,2019|Nissan|Murano AWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,4,2019|Nissan|Murano AWD,down,4580,0.05866359547,2026|Kia|Sorento FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,5,2026|Kia|Sorento FWD,down,2697,0.0622392185,2018|Chevrolet|Colorado ZR2 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,6,2018|Chevrolet|Colorado ZR2 4WD,down,1026,0.07045038044,2017|Cadillac|CT6 Plug-In,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,7,2017|Cadillac|CT6 Plug-In,down,115,0.08576077968,2020|Subaru|BRZ tS,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,8,2020|Subaru|BRZ tS,down,1312,0.07546749711,2023|Mazda|MX-30,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,9,2023|Mazda|MX-30,down,410,0.07803417742,2025|Mercedes-Benz|AMG GT 63 S E Performance,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,10,2025|Mercedes-Benz|AMG GT 63 S E Performance,down,1053,0.06782911718,2020|GMC|Yukon K1500 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,11,2020|GMC|Yukon K1500 4WD,down,5627,0.05665749311,2026|Toyota|Sienna 2WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,12,2026|Toyota|Sienna 2WD,down,2814,0.06400732696,2023|Mazda|MX-5,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,13,2023|Mazda|MX-5,down,3937,0.06131158024,2018|Ford|Fiesta ST FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,14,2018|Ford|Fiesta ST FWD,down,3567,0.0611176528,2022|Audi|Q5 TFSI e quattro,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2023|Ram|1500 2WD,15,2022|Audi|Q5 TFSI e quattro,down,4622,0.06019975618,2018|Chevrolet|Silverado K15 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,1,2017|Acura|ILX,down,1123,0.09869411588,2026|GMC|Sierra 4WD (Flex Fuel),,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,2,2026|GMC|Sierra 4WD (Flex Fuel),down,2143,0.08051309735,2020|BMW|I8 Roadster,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,3,2020|BMW|I8 Roadster,down,1019,0.08920674771,2019|Nissan|Murano AWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,4,2019|Nissan|Murano AWD,down,4930,0.05697451904,2026|Kia|Sorento FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,5,2026|Kia|Sorento FWD,down,6347,0.0467613861,2018|Chevrolet|Colorado ZR2 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,6,2018|Chevrolet|Colorado ZR2 4WD,down,3519,0.05961883068,2017|Cadillac|CT6 Plug-In,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,7,2017|Cadillac|CT6 Plug-In,down,4374,0.06057660282,2020|Subaru|BRZ tS,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,8,2020|Subaru|BRZ tS,down,3919,0.06495078653,2023|Mazda|MX-30,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,9,2023|Mazda|MX-30,down,4624,0.059074305,2025|Mercedes-Benz|AMG GT 63 S E Performance,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,10,2025|Mercedes-Benz|AMG GT 63 S E Performance,down,2190,0.06359833479,2020|GMC|Yukon K1500 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,11,2020|GMC|Yukon K1500 4WD,down,1627,0.06844134629,2026|Toyota|Sienna 2WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,12,2026|Toyota|Sienna 2WD,down,5061,0.05903410167,2023|Mazda|MX-5,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,13,2023|Mazda|MX-5,down,2650,0.06392904371,2018|Ford|Fiesta ST FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,14,2018|Ford|Fiesta ST FWD,down,2066,0.06476528943,2022|Audi|Q5 TFSI e quattro,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2026|Honda|CR-V e-FCEV,15,2022|Audi|Q5 TFSI e quattro,down,858,0.07197952271,2018|Chevrolet|Silverado K15 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,1,2017|Acura|ILX,down,612,0.1155403852,2026|GMC|Sierra 4WD (Flex Fuel),,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,2,2026|GMC|Sierra 4WD (Flex Fuel),down,2979,0.07156407088,2020|BMW|I8 Roadster,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,3,2020|BMW|I8 Roadster,down,2855,0.07093330473,2019|Nissan|Murano AWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,4,2019|Nissan|Murano AWD,down,4614,0.05854614452,2026|Kia|Sorento FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,5,2026|Kia|Sorento FWD,down,170,0.08145876229,2018|Chevrolet|Colorado ZR2 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,6,2018|Chevrolet|Colorado ZR2 4WD,down,128,0.08199748397,2017|Cadillac|CT6 Plug-In,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,7,2017|Cadillac|CT6 Plug-In,down,2099,0.06839182228,2020|Subaru|BRZ tS,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,8,2020|Subaru|BRZ tS,down,4858,0.06170486659,2023|Mazda|MX-30,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,9,2023|Mazda|MX-30,down,1278,0.0718717128,2025|Mercedes-Benz|AMG GT 63 S E Performance,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,10,2025|Mercedes-Benz|AMG GT 63 S E Performance,down,253,0.07395336032,2020|GMC|Yukon K1500 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,11,2020|GMC|Yukon K1500 4WD,down,3388,0.06324275583,2026|Toyota|Sienna 2WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,12,2026|Toyota|Sienna 2WD,down,492,0.07144135237,2023|Mazda|MX-5,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,13,2023|Mazda|MX-5,down,641,0.0698653385,2018|Ford|Fiesta ST FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,14,2018|Ford|Fiesta ST FWD,down,910,0.06878434122,2022|Audi|Q5 TFSI e quattro,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2017|Nissan|Frontier 2WD FFV,15,2022|Audi|Q5 TFSI e quattro,down,395,0.07540348172,2018|Chevrolet|Silverado K15 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,1,2017|Acura|ILX,down,284,0.1346396953,2026|GMC|Sierra 4WD (Flex Fuel),,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,2,2026|GMC|Sierra 4WD (Flex Fuel),down,3395,0.06810863316,2020|BMW|I8 Roadster,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,3,2020|BMW|I8 Roadster,down,134,0.1185493767,2019|Nissan|Murano AWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,4,2019|Nissan|Murano AWD,down,2776,0.06862513721,2026|Kia|Sorento FWD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,5,2026|Kia|Sorento FWD,down,4117,0.05745014548,2018|Chevrolet|Colorado ZR2 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,6,2018|Chevrolet|Colorado ZR2 4WD,down,4828,0.05410865322,2017|Cadillac|CT6 Plug-In,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,7,2017|Cadillac|CT6 Plug-In,down,166,0.08335971832,2020|Subaru|BRZ tS,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,8,2020|Subaru|BRZ tS,down,452,0.08236480504,2023|Mazda|MX-30,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,9,2023|Mazda|MX-30,down,417,0.0779819414,2025|Mercedes-Benz|AMG GT 63 S E Performance,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,10,2025|Mercedes-Benz|AMG GT 63 S E Performance,down,233,0.0742912814,2020|GMC|Yukon K1500 4WD,,,,,false
targeted-eig-aec84a9237,heldout,default,greedy,2024|Buick|Enclave AWD,11,2020|GMC|Yukon K1500 4WD,down,297,0.07656511664,2026|Toyota|Sienna 2WD,,,,,false
